"","sub_id","common_name","sci_name","tax_order","count_raw","state","county","loc","locid","lat","lon","date","time","protocol","distance_traveled","area_covered","all_obs","breed_code","checklist_comments","observers","vehicles","weather","notes","count","year","mbbs_county","route_num","stop_num"
"14","S57343578","Canada Goose","Branta canadensis",303,"5","US-NC","Chatham","MBBS, NC, Chatham Co, Route 02, Mason Neck","L935743",35.86032,-78.9906,2019-05-19,"05:30 AM","eBird - Traveling Count",16.093,NA,1,"","observers&#61;Norman Budnitz, Mike Schultz, Karen Hogan; weather&#61;68-75 F, clear, wind calm; vehicles&#61;110; habitat&#61;1P,PO, 2M,M, 3M,P, 4M,H, 5BP,BP, 6BS,BO, 7 M,B, 8B,B, 9BO,B, 10S,M, 11BM,B, 12M,MW, 13M,P, 14S,S, 15S,B, 16BM,B, 17B,B, 18B,BO, 19B,B, 20O,O; notes&#61;Scarlet Tanager after stop 2, Accipiter sp after stop 17","Norman Budnitz, Mike Schultz, Karen Hogan",110,NA,NA,5,2019,"chatham",2,NA
"15","S8435675","Canada Goose","Branta canadensis",303,"12","US-NC","Chatham","MBBS, NC, Chatham Co, Route 03, Bonsal Crossroad","L922791",35.67302,-78.98573,2011-06-18,"05:25 AM","eBird - Traveling Count",16.093,NA,1,"","observers&#61;Haven Wiley; others&#61;Minna Wiley; vehicles&#61;30; habitat@16R&#61;H; weather&#61;overcast, no wind, 70-75F; habitat&#61;1B,P, 2M,B, 3P,H, 4P,H, 5S,B, 6S,B, 7S,S, 8B,P, 9P,S, 10O,O, 11S,S, 12P,P, 13O,O, 14P,M, 15M,S, 16H,H, 17O,O, 18B,0, 19B,H, 20B,P; notes&#61;CWWI at 4 stops, BHVI in usual place, secondary/shrub habitats maturing at several stops.","Haven Wiley",30,NA,NA,12,2011,"chatham",3,NA
"16","S23493324","Canada Goose","Branta canadensis",303,"1","US-NC","Chatham","MBBS, NC, Chatham Co, Route 03, Bonsal Crossroad","L922791",35.67302,-78.98573,2015-05-17,"05:30 AM","eBird - Traveling Count",16.093,NA,1,"","observers&#61;Haven Wiley; others&#61;Minna Wiley; vehicles&#61;21; habitat@3R&#61;P(formerly S); habitat@9R&#61;M(formerly P); habitat@15L(formerly P); habitat@15R(formerly S); weather&#61;65F, clear, bright overcast, no wind; notes&#61;date earlier than in previous years for this route; earlier date perhaps explains the high number of singing Red-eyed Vireos; Whip-poor-will and Chuck-will's-widow at the first stop as usual; Blue-headed Vireo once again at stop 12 in pine flatwoods with sparse understory","Haven Wiley",21,"65F, clear, bright overcast, no wind","date earlier than in previous years for this route",1,2015,"chatham",3,NA
"17","S6542079","Canada Goose","Branta canadensis",303,"3","US-NC","Chatham","MBBS, NC, Chatham Co, Route 04, Henry Oldham Road","L930796",35.5797,-79.27682,2010-06-01,"05:30 AM","eBird - Traveling Count",16.093,NA,1,"","Mini Breeding Bird Survey, Chatham Co, NC (3 min counts, radius 0.25 miles, 0.5 miles apart, total counts 20); observers&#61;M. Schultz, L. Schultz; weather&#61;clear, 65F, light wind, no rain; vehicles&#61;18; notes&#61;low flying small plane",NA,18,"clear, 65F, light wind, no rain",NA,3,2010,"chatham",4,NA
"18","S8365786","Canada Goose","Branta canadensis",303,"10","US-NC","Chatham","MBBS, NC, Chatham Co, Route 04, Henry Oldham Road","L930796",35.5797,-79.27682,2011-05-28,"05:30 AM","eBird - Traveling Count",16.093,NA,1,"","observers&#61;Michael Schultz; others&#61;Lois Schultz; weather&#61;low 80's, overcast, no wind at all (unusual); vehicles&#61;10","Michael Schultz",NA,NA,NA,10,2011,"chatham",4,NA
"19","S14418522","Canada Goose","Branta canadensis",303,"1","US-NC","Chatham","MBBS, NC, Chatham Co, Route 04, Henry Oldham Road","L930796",35.5797,-79.27682,2013-05-26,"05:30 AM","eBird - Traveling Count",16.093,NA,1,"","observers&#61;Mike Schultz, Lois Schultz; weather&#61;daytime, 50 F, wind calm; habitat&#61;1M,M, 2S,P, 3B,B, 4B,B, 5M,B, 6B,O, 7B,BO, 8O,O, 9B,B, 10PS,PS, 11M,B, 12HB,H, 13B,M, 14B,MW, 15BO,BO, 16O,S, 17O,O, 18O,OWB, 19H,O, 20M,M; vehicles&#61;3","Mike Schultz, Lois Schultz",NA,"daytime, 50 F, wind calm",NA,1,2013,"chatham",4,NA
"20","S18551742","Canada Goose","Branta canadensis",303,"5","US-NC","Chatham","MBBS, NC, Chatham Co, Route 04, Henry Oldham Road","L930796",35.5797,-79.27682,2014-05-25,"05:30 AM","eBird - Traveling Count",16.093,NA,1,"","observers&#61;Mike Schultz, Lois Schultz; weather&#61;daytime, 55 F, overcast, wind calm; habitat&#61;1M,M, 2S,P, 3B,B, 4B,B, 5M,M, 6B,O, 7B,BO, 8O,O, 9B,B, 10O,O, 11M,B, 12H,H, 13B,M, 14B,MW, 15BO,BO, 16O,S, 17O,O, 18O,OWB, 19H,O, 20M,M; vehicles&#61;6","Mike Schultz, Lois Schultz",NA,"daytime, 55 F, overcast, wind calm",NA,5,2014,"chatham",4,NA
"21","S30320694","Canada Goose","Branta canadensis",303,"0","US-NC","Chatham","MBBS, NC, Chatham Co, Route 04, Henry Oldham Road","L930796",35.5797,-79.27682,2016-06-14,"05:30 AM","eBird - Traveling Count",16.093,NA,1,"","Mini Breeding Bird Survey, Chatham Co, NC (3 min counts, radius 0.25 miles, 0.5 miles apart, total counts 20); observers&#61;M. Schultz, L. Schultz; weather&#61;clear, 60F, no wind, no rain; vehicles&#61;13; habitat&#61;1M,M, 2S,P, 3B,B, 4B,B, 5M,M, 6B,O, 7B,BO, 8O,O, 9B,B, 10O,O, 11M,B, 12H,H, 13B,M, 14B,MW, 15BO,BO, 16O,S, 17O,O, 18O,OWB, 19H,O, 20M,M",NA,13,"clear, 60F, no wind, no rain",NA,0,2016,"chatham",4,NA
"22","S68956274","Canada Goose","Branta canadensis",303,"4","US-NC","Chatham","MBBS, NC, Chatham Co, Route 04, Henry Oldham Road","L930796",35.5797,-79.27682,2019-06-02,"05:30 AM","eBird - Traveling Count",16.093,NA,1,"","Mini Breeding Bird Survey, Chatham Co, NC (3 min counts, radius 0.25 miles, 0.5 miles apart, total counts 20); observers=M. Schultz, K. Hogan; weather=clear, 76F, no wind, no measurable rain; vehicles=4; habitat=1M,M, 2S,P, 3B,B, 4B,B, 5M,M, 6B,O, 7B,BO, 8O,O, 9B,B, 10O,O, 11M,B, 12H,H, 13B,M, 14B,MW, 15BO,BO, 16B,S, 17O,O, 18O,OWB, 19H,O, 20M,M",NA,NA,NA,NA,4,2019,"chatham",4,NA
"23","S69674732","Canada Goose","Branta canadensis",303,"2","US-NC","Chatham","MBBS, NC, Chatham Co, Route 04, Henry Oldham Road","L930796",35.5797,-79.27682,2020-05-25,"05:30 AM","eBird - Traveling Count",32.187,NA,1,"","mbbs chathamn route 4.  Observer=Michael Schultz; weather=66F,overcast,no wind; vehicles=2; habitat@16L=B; No WOTH, no GRCA, no FISP",NA,NA,NA,NA,2,2020,"chatham",4,NA
"24","S6567746","Canada Goose","Branta canadensis",303,"0","US-NC","Chatham","MBBS, NC, Chatham Co, Route 05, Joe Brown Road","L937619",35.66617,-79.48569,2010-06-05,"05:30 AM","eBird - Traveling Count",16.093,NA,1,"","Mini Breeding Bird Survey, Chatham Co, NC (3 min counts, radius 0.25 miles, 0.5 miles apart, total counts 20); observers&#61;Marsha Tuttle, Thomas Driscoll, Colyer Durovich; weather&#61;initially foggy then clear, 75-85 F, light wind, no rain; vehicles&#61;10","Marsha Tuttle, Thomas Driscoll, Colyer Durovich",NA,NA,NA,0,2010,"chatham",5,NA
"25","S14252422","Canada Goose","Branta canadensis",303,"3","US-NC","Chatham","MBBS, NC, Chatham Co, Route 05, Joe Brown Road","L937619",35.66617,-79.48569,2013-05-26,"05:50 AM","eBird - Traveling Count",16.093,NA,1,"","observers&#61;tom driscoll; weather&#61;50F, overcast, light wind; vehicles&#61;5.","tom driscoll",NA,"50F, overcast, light wind",NA,3,2013,"chatham",5,NA
"26","S37115436","Canada Goose","Branta canadensis",303,"13","US-NC","Chatham","MBBS, NC, Chatham Co, Route 05, Joe Brown Road","L937619",35.66617,-79.48569,2017-05-21,"05:30 AM","eBird - Traveling Count",16.093,NA,1,"","observers&#61;Tom Driscoll, Edison Buenano; weather&#61;65F, cloudy, breezy, some drizzle throughout the count; vehicles&#61;4;","Tom Driscoll, Edison Buenano",4,"65F, cloudy, breezy, some drizzle throughout the count",NA,13,2017,"chatham",5,NA
"27","S6567732","Canada Goose","Branta canadensis",303,"7","US-NC","Chatham","MBBS, NC, Chatham Co, Route 06, Silk Hope-Liberty Road","L937617",35.8186701,-79.4742528,2010-06-20,"05:30 AM","eBird - Traveling Count",16.093,NA,1,"","Mini Breeding Bird Survey, Orange Co, NC (3 min counts, radius 0.25 miles, 0.5 miles apart, total counts 20); observers&#61;Marsha Tuttle, Thomas Driscoll, Laurie Kucharik; weather&#61;hazy to clear, 70 to 80F, light wind, no rain; vehicles&#61;9; notes&#61;no unusual circumstances","Marsha Tuttle, Thomas Driscoll, Laurie Kucharik",9,"hazy to clear, 70 to 80F, light wind, no rain",NA,7,2010,"chatham",6,NA
"28","S57475828","Canada Goose","Branta canadensis",303,"1","US-NC","Chatham","MBBS, NC, Chatham Co, Route 07, Rives Chapel Road","L9490070",35.712907,-79.371135,2019-06-15,"05:32 AM","eBird - Traveling Count",16.093,NA,1,"","Mini Breeding Bird Survey, Chatham Co, NC (3 min counts, radius 0.25 miles, 0.5 miles apart, total counts 20); observers=Will Cook; weather=55-75F, clear,wind calm; vehicles=6",NA,NA,NA,NA,1,2019,"chatham",7,NA
"29","S18584227","Canada Goose","Branta canadensis",303,"10","US-NC","Chatham","MBBS, NC, Chatham Co, Route 08, Terrells","L983667",35.784,-79.20963,2014-05-25,"05:30 AM","eBird - Traveling Count",16.093,NA,1,"","observers&#61;Martha Girolami, Judy Murray; others&#61;Pat Reid; weather&#61;54F, clear, no breeze; vehicles&#61;8; habitat@5L&#61;B; notes&#61;bridge on Castle Farm Road under repair, road closed had to drive around to other end in order to continue count, hence, extra time, housing development near stop 5, before start time we heard 2 whip-poor-wills, 2 killdeer, bluebird, great-crested flycatcher and eastern wood pewee.","Martha Girolami, Judy Murray",8,"54F, clear, no breeze",NA,10,2014,"chatham",8,NA
"30","S10627773","Canada Goose","Branta canadensis",303,"8","US-NC","Chatham","MBBS, NC, Chatham Co, Route 09, Mount Gilead Church Road","L956752",35.7860177,-79.0926468,2011-07-02,"05:55 AM","eBird - Traveling Count",16.093,NA,1,"","Mini Breeding Bird Survey, Chatham Co, NC (3 min counts, radius 0.25 miles, 0.5 miles apart, total counts 20); observers&#61;S. Theye; others&#61;none; weather&#61;clear, 62F; vehicles&#61;?; notes&#61;numerous vehicles (forgot to count), count on Sat. instead of Sun., a few weeks later than typical count date",NA,NA,"clear, 62F",NA,8,2011,"chatham",9,NA
"31","S11042851","Canada Goose","Branta canadensis",303,"2","US-NC","Chatham","MBBS, NC, Chatham Co, Route 09, Mount Gilead Church Road","L956752",35.7860177,-79.0926468,2012-06-17,"05:30 AM","eBird - Traveling Count",16.093,NA,1,"","Mini Breeding Bird Survey, Chatham Co, NC (3 min counts, radius 0.25 miles, 0.5 miles apart, total counts 20); observers&#61;S. Theye; others&#61;S. Edwards; weather&#61;clear, 58 F; vehicles&#61;18; notes&#61;Sue joined me for the first time this year.",NA,18,"clear, 58 F",NA,2,2012,"chatham",9,NA
"32","S25232457","Canada Goose","Branta canadensis",303,"1","US-NC","Chatham","MBBS, NC, Chatham Co, Route 09, Mount Gilead Church Road","L956752",35.7860177,-79.0926468,2015-06-30,"05:30 AM","eBird - Traveling Count",16.093,NA,1,"","Mini Breeding Bird Survey, Chatham Co, NC (3 min counts, radius 0.25 miles, 0.5 miles apart, total counts 20); observer&#61;S. Theye; weather&#61;cloudy, 65F; vehicles&#61;121; habitat@13L&#61;M; habitat@11R&#61;M; habitat@6L&#61;M; habitat@6R&#61;B; notes&#61;clearcut in distance at stop 14R on army corps land -- week day, many cars",NA,121,"cloudy, 65F",NA,1,2015,"chatham",9,NA
"33","S86557478","Canada Goose","Branta canadensis",303,"1","US-NC","Chatham","MBBS, NC, Chatham Co, Route 10, Gum Springs Church Road","L3645010",35.6658,-79.0966,2020-06-29,"05:38 AM","eBird - Traveling Count",16.093,NA,1,"","",NA,NA,NA,NA,1,2020,"chatham",1,NA
"34","S57538998","Canada Goose","Branta canadensis",303,"7","US-NC","Chatham","MBBS, NC, Chatham Co, Route 12, Sunny Slope Road","L1171744",35.6193,-79.5208,2019-06-20,"05:30 AM","eBird - Traveling Count",16.093,NA,1,"","observers&#61;tom driscoll, Fleeta Wilkinson;Start weather&#61;73F, partly cloudy, light wind, scattered clouds; End weather&#61; 75F, slight breeze, scattered clouds; vehicles&#61;33;","tom driscoll, Fleeta Wilkinson",33,"73F, partly cloudy, light wind, scattered clouds",NA,7,2019,"chatham",12,NA
"35","S6567749","Canada Goose","Branta canadensis",303,"58","US-NC","Chatham","MBBS, NC, Chatham Co, Route 13, Coleridge Road","L937622",35.71054,-79.54496,2010-06-06,"05:30 AM","eBird - Traveling Count",16.093,NA,1,"","Mini Breeding Bird Survey, Chatham Co, NC (3 min counts, radius 0.25 miles, 0.5 miles apart, total counts 20); observers&#61;Marsha Tuttle, Thomas Driscoll, Laurie Kucharik; weather&#61;partly cloudy to clear, 75-85F, light wind, no rain; vehicles&#61;149; notes&#61;no unusual circumstances","Marsha Tuttle, Thomas Driscoll, Laurie Kucharik",149,NA,NA,58,2010,"chatham",13,NA
"36","S8399981","Canada Goose","Branta canadensis",303,"32","US-NC","Chatham","MBBS, NC, Chatham Co, Route 13, Coleridge Road","L937622",35.71054,-79.54496,2011-06-12,"05:30 AM","eBird - Traveling Count",16.093,NA,1,"","observers&#61;?; others&#61;?; weather&#61;?; vehicles&#61;?; notes&#61;none",NA,NA,NA,NA,32,2011,"chatham",13,NA
"37","S18759097","Canada Goose","Branta canadensis",303,"6","US-NC","Chatham","MBBS, NC, Chatham Co, Route 13, Coleridge Road","L937622",35.71054,-79.54496,2014-06-08,"05:30 AM","eBird - Traveling Count",16.093,NA,1,"","observer&#61;tom driscoll; weather&#61;63F, sky partly cloudy with patches of low fog, no breeze;vehicles&#61;21","tom driscoll",NA,"63F, sky partly cloudy with patches of low fog, no breeze",NA,6,2014,"chatham",13,NA
"38","S58153359","Canada Goose","Branta canadensis",303,"36","US-NC","Chatham","MBBS, NC, Chatham Co, Route 14, Whiteoak Creek","L1171745",35.7471,-79.0063,2019-06-30,"05:28 AM","eBird - Stationary Count",NA,NA,1,"","observers&#61;Richard Snow; others&#61;Linda Robinson; weather&#61;70 F, few scattered clouds early, becoming sunny, no wind ; vehicles&#61;38;","Richard Snow",38,"70 F, few scattered clouds early, becoming sunny, no wind ",NA,36,2019,"chatham",14,NA
"39","S8399981","Muscovy Duck (Domestic type)","Cairina moschata (Domestic type)",399,"4","US-NC","Chatham","MBBS, NC, Chatham Co, Route 13, Coleridge Road","L937622",35.71054,-79.54496,2011-06-12,"05:30 AM","eBird - Traveling Count",16.093,NA,1,"","observers&#61;?; others&#61;?; weather&#61;?; vehicles&#61;?; notes&#61;none",NA,NA,NA,NA,4,2011,"chatham",13,NA
"40","S88308744","Wood Duck","Aix sponsa",406,"2","US-NC","Chatham","MBBS, Chatham Co, Route 2-7","L11470524",35.8455345,-79.0258997,2021-05-16,"06:23 AM","eBird - Stationary Count",NA,NA,1,"","Vehicles=26; habitat=m,B",NA,NA,NA,NA,2,2021,"chatham",2,7
"41","S89797135","Wood Duck","Aix sponsa",406,"2","US-NC","Chatham","MBBS, Chatham, Route 5-9","L15180075",35.638346,-79.457952,2021-05-31,"06:30 AM","eBird - Stationary Count",NA,NA,1,"","Vehicles=0; habitat= O, S",NA,NA,NA,NA,2,2021,"chatham",5,9
"42","S6921166","Wood Duck","Aix sponsa",406,"0","US-NC","Chatham","MBBS, NC, Chatham Co, Route 01, Russell Chapel Road","L999581",35.76855,-79.18405,2010-06-05,"05:30 AM","eBird - Traveling Count",16.093,NA,1,"","Mini Breeding Bird Survey, Chatham Co, NC (3 min counts, radius 0.25 miles, 0.5 miles apart, total counts 20); observers&#61;P. Bailey; weather&#61;clear, 60F, light wind, no rain; vehicles&#61;99",NA,NA,"clear, 60F, light wind, no rain",NA,0,2010,"chatham",1,NA
"43","S37383596","Wood Duck","Aix sponsa",406,"1","US-NC","Chatham","MBBS, NC, Chatham Co, Route 01, Russell Chapel Road","L999581",35.76855,-79.18405,2017-06-04,"05:30 AM","eBird - Traveling Count",16.093,NA,1,"","observers&#61;Patsy Bailey; weather&#61;61F to 64F; vehicles&#61;40; nothing unusual","Patsy Bailey",40,"61F to 64F",NA,1,2017,"chatham",1,NA
"44","S6560523","Wood Duck","Aix sponsa",406,"0","US-NC","Chatham","MBBS, NC, Chatham Co, Route 02, Mason Neck","L935743",35.86032,-78.9906,2010-06-20,"05:30 AM","eBird - Traveling Count",16.093,NA,1,"","Mini Breeding Bird Survey, Orange Co, NC (3 min counts, radius 0.25 miles, 0.5 miles apart, total counts 20); observers&#61;N. Budnitz, M. Schultz; weather&#61;overcast to clear, 75F, wind calm, no rain; vehicles&#61;50",NA,NA,"overcast to clear, 75F, wind calm, no rain",NA,0,2010,"chatham",2,NA
"45","S46075923","Wood Duck","Aix sponsa",406,"1","US-NC","Chatham","MBBS, NC, Chatham Co, Route 02, Mason Neck","L935743",35.86032,-78.9906,2018-05-27,"05:30 AM","eBird - Traveling Count",16.093,NA,1,"","observers&#61;Norman Budnitz, Mike Schultz; weather&#61;70-75 F, clear, wind calm; vehicles&#61;90; habitat&#61;1P,PO, 2M,M, 3M,P, 4M,H, 5BP,BP, 6BS,BO, 7 M,B, 8B,B, 9BO,B, 10S,M, 11BM,B, 12M,MW, 13M,P, 14S,S, 15S,B, 16BM,B, 17B,B, 18B,BO, 19B,B, 20O,O; notes&#61;Osprey at stop 9 after time ran out","Norman Budnitz, Mike Schultz",90,NA,NA,1,2018,"chatham",2,NA
"46","S6542079","Wood Duck","Aix sponsa",406,"0","US-NC","Chatham","MBBS, NC, Chatham Co, Route 04, Henry Oldham Road","L930796",35.5797,-79.27682,2010-06-01,"05:30 AM","eBird - Traveling Count",16.093,NA,1,"","Mini Breeding Bird Survey, Chatham Co, NC (3 min counts, radius 0.25 miles, 0.5 miles apart, total counts 20); observers&#61;M. Schultz, L. Schultz; weather&#61;clear, 65F, light wind, no rain; vehicles&#61;18; notes&#61;low flying small plane",NA,18,"clear, 65F, light wind, no rain",NA,0,2010,"chatham",4,NA
"47","S30320694","Wood Duck","Aix sponsa",406,"0","US-NC","Chatham","MBBS, NC, Chatham Co, Route 04, Henry Oldham Road","L930796",35.5797,-79.27682,2016-06-14,"05:30 AM","eBird - Traveling Count",16.093,NA,1,"","Mini Breeding Bird Survey, Chatham Co, NC (3 min counts, radius 0.25 miles, 0.5 miles apart, total counts 20); observers&#61;M. Schultz, L. Schultz; weather&#61;clear, 60F, no wind, no rain; vehicles&#61;13; habitat&#61;1M,M, 2S,P, 3B,B, 4B,B, 5M,M, 6B,O, 7B,BO, 8O,O, 9B,B, 10O,O, 11M,B, 12H,H, 13B,M, 14B,MW, 15BO,BO, 16O,S, 17O,O, 18O,OWB, 19H,O, 20M,M",NA,13,"clear, 60F, no wind, no rain",NA,0,2016,"chatham",4,NA
"48","S6567746","Wood Duck","Aix sponsa",406,"2","US-NC","Chatham","MBBS, NC, Chatham Co, Route 05, Joe Brown Road","L937619",35.66617,-79.48569,2010-06-05,"05:30 AM","eBird - Traveling Count",16.093,NA,1,"","Mini Breeding Bird Survey, Chatham Co, NC (3 min counts, radius 0.25 miles, 0.5 miles apart, total counts 20); observers&#61;Marsha Tuttle, Thomas Driscoll, Colyer Durovich; weather&#61;initially foggy then clear, 75-85 F, light wind, no rain; vehicles&#61;10","Marsha Tuttle, Thomas Driscoll, Colyer Durovich",NA,NA,NA,2,2010,"chatham",5,NA
"49","S30066846","Wood Duck","Aix sponsa",406,"3","US-NC","Chatham","MBBS, NC, Chatham Co, Route 05, Joe Brown Road","L937619",35.66617,-79.48569,2016-06-03,"05:30 AM","eBird - Traveling Count",16.093,NA,1,"","observer&#61;driscoll, tom; recorder&#61;bothwell, vern; weather&#61;71 degrees, partly cloudy, patches of fog, slight breeze; vehicles&#61;13; habitat unchanged but several logged areas are grown up now","driscoll, tom",13,"71 degrees, partly cloudy, patches of fog, slight breeze",NA,3,2016,"chatham",5,NA
"50","S56818889","Wood Duck","Aix sponsa",406,"3","US-NC","Chatham","MBBS, NC, Chatham Co, Route 05, Joe Brown Road","L937619",35.66617,-79.48569,2019-05-27,"05:40 AM","eBird - Traveling Count",16.093,NA,1,"","observers&#61;tom driscoll; starting weather&#61;70F, clear, light wind; ending weather&#61;69F, clear, no wind; vehicles&#61;7;","tom driscoll",7,"70F, clear, light wind",NA,3,2019,"chatham",5,NA
