"County_Route_Stop","County_Route","mbbs_county","route_num","stop_num","lat","lon","stop_notes","route_ID"
"Chatham-1-1","Chatham-01","chatham",1,1,35.768194,-79.18409,NA,301
"Chatham-1-2","Chatham-01","chatham",1,2,35.768061,-79.175666,NA,301
"Chatham-1-3","Chatham-01","chatham",1,3,35.767089,-79.165578,NA,301
"Chatham-1-4","Chatham-01","chatham",1,4,35.766264,-79.15756,NA,301
"Chatham-1-5","Chatham-01","chatham",1,5,35.771066,-79.151922,NA,301
"Chatham-1-6","Chatham-01","chatham",1,6,35.777919,-79.144074,NA,301
"Chatham-1-7","Chatham-01","chatham",1,7,35.784027,-79.147646,NA,301
"Chatham-1-8","Chatham-01","chatham",1,8,35.790649,-79.150232,NA,301
"Chatham-1-9","Chatham-01","chatham",1,9,35.796262,-79.150871,NA,301
"Chatham-1-10","Chatham-01","chatham",1,10,35.803606,-79.1532756,NA,301
"Chatham-1-11","Chatham-01","chatham",1,11,35.808863,-79.157316,NA,301
"Chatham-1-12","Chatham-01","chatham",1,12,35.815893,-79.153156,NA,301
"Chatham-1-13","Chatham-01","chatham",1,13,35.821153,-79.147977,NA,301
"Chatham-1-14","Chatham-01","chatham",1,14,35.8276,-79.143853,NA,301
"Chatham-1-15","Chatham-01","chatham",1,15,35.833699,-79.139403,NA,301
"Chatham-1-16","Chatham-01","chatham",1,16,35.840145,-79.134252,NA,301
"Chatham-1-17","Chatham-01","chatham",1,17,35.843794,-79.125918,NA,301
"Chatham-1-18","Chatham-01","chatham",1,18,35.846032,-79.116841,NA,301
"Chatham-1-19","Chatham-01","chatham",1,19,35.84653,-79.108612,NA,301
"Chatham-1-20","Chatham-01","chatham",1,20,35.846079,-79.098248,NA,301
"Chatham-2-1","Chatham-02","chatham",2,1,35.8602659,-78.990665,NA,302
"Chatham-2-2","Chatham-02","chatham",2,2,35.8639551,-78.9978547,NA,302
"Chatham-2-3","Chatham-02","chatham",2,3,35.86792,-79.00082,NA,302
"Chatham-2-4","Chatham-02","chatham",2,4,35.8625383,-79.0082845,NA,302
"Chatham-2-5","Chatham-02","chatham",2,5,35.8573224,-79.0144718,NA,302
"Chatham-2-6","Chatham-02","chatham",2,6,35.8520403,-79.0189869,NA,302
"Chatham-2-7","Chatham-02","chatham",2,7,35.8455345,-79.0258997,NA,302
"Chatham-2-8","Chatham-02","chatham",2,8,35.8381628,-79.0281508,NA,302
"Chatham-2-9","Chatham-02","chatham",2,9,35.831003,-79.0234399,NA,302
"Chatham-2-10","Chatham-02","chatham",2,10,35.8245885,-79.0182671,NA,302
"Chatham-2-11","Chatham-02","chatham",2,11,35.8190108,-79.0209792,NA,302
"Chatham-2-12","Chatham-02","chatham",2,12,35.8193091,-79.0293806,NA,302
"Chatham-2-13","Chatham-02","chatham",2,13,35.8199538,-79.0396638,NA,302
"Chatham-2-14","Chatham-02","chatham",2,14,35.8139108,-79.0445884,NA,302
"Chatham-2-15","Chatham-02","chatham",2,15,35.8145049,-79.0539119,NA,302
"Chatham-2-16","Chatham-02","chatham",2,16,35.8178023,-79.0617823,NA,302
"Chatham-2-17","Chatham-02","chatham",2,17,35.8154438,-79.0713797,NA,302
"Chatham-2-18","Chatham-02","chatham",2,18,35.8157816,-79.0799655,NA,302
"Chatham-2-19","Chatham-02","chatham",2,19,35.810236,-79.0974469,NA,302
"Chatham-2-20","Chatham-02","chatham",2,20,35.8124578,-79.1076962,NA,302
"Chatham-3-1","Chatham-03","chatham",3,1,35.6733378,-78.9858872,NA,303
"Chatham-3-2","Chatham-03","chatham",3,2,35.666351,-78.9801295,NA,303
"Chatham-3-3","Chatham-03","chatham",3,3,35.6595899,-78.9777834,NA,303
"Chatham-3-4","Chatham-03","chatham",3,4,35.655182,-78.9831765,NA,303
"Chatham-3-5","Chatham-03","chatham",3,5,35.6509829,-78.9907833,NA,303
"Chatham-3-6","Chatham-03","chatham",3,6,35.6473864,-78.99724,NA,303
"Chatham-3-7","Chatham-03","chatham",3,7,35.6431243,-79.0050542,NA,303
"Chatham-3-8","Chatham-03","chatham",3,8,35.6381369,-79.0035399,NA,303
"Chatham-3-9","Chatham-03","chatham",3,9,35.6319633,-79.0030893,NA,303
"Chatham-3-10","Chatham-03","chatham",3,10,35.6255625,-79.0025528,NA,303
"Chatham-3-11","Chatham-03","chatham",3,11,35.618867,-79.0027127,NA,303
"Chatham-3-12","Chatham-03","chatham",3,12,35.6123772,-79.0052136,NA,303
"Chatham-3-13","Chatham-03","chatham",3,13,35.6049423,-79.0050848,NA,303
"Chatham-3-14","Chatham-03","chatham",3,14,35.5985573,-79.0075727,NA,303
"Chatham-3-15","Chatham-03","chatham",3,15,35.592432,-79.0122105,NA,303
"Chatham-3-16","Chatham-03","chatham",3,16,35.586462,-79.0176232,NA,303
"Chatham-3-17","Chatham-03","chatham",3,17,35.5832378,-79.0214676,NA,303
"Chatham-3-18","Chatham-03","chatham",3,18,35.5823524,-79.0269309,NA,303
"Chatham-3-19","Chatham-03","chatham",3,19,35.5754405,-79.029214,NA,303
"Chatham-3-20","Chatham-03","chatham",3,20,35.567644,-79.0285998,NA,303
"Chatham-4-1","Chatham-04","chatham",4,1,35.5801738,-79.2743729,NA,304
"Chatham-4-2","Chatham-04","chatham",4,2,35.5728397,-79.2824815,NA,304
"Chatham-4-3","Chatham-04","chatham",4,3,35.5743843,-79.2867818,NA,304
"Chatham-4-4","Chatham-04","chatham",4,4,35.5789036,-79.2926441,NA,304
"Chatham-4-5","Chatham-04","chatham",4,5,35.5865283,-79.293837,NA,304
"Chatham-4-6","Chatham-04","chatham",4,6,35.596687,-79.3009093,NA,304
"Chatham-4-7","Chatham-04","chatham",4,7,35.5960411,-79.308629,NA,304
"Chatham-4-8","Chatham-04","chatham",4,8,35.5952532,-79.3185968,NA,304
"Chatham-4-9","Chatham-04","chatham",4,9,35.5927954,-79.3262783,NA,304
"Chatham-4-10","Chatham-04","chatham",4,10,35.5966128,-79.3260674,NA,304
"Chatham-4-11","Chatham-04","chatham",4,11,35.6036168,-79.3197012,NA,304
"Chatham-4-12","Chatham-04","chatham",4,12,35.6102677,-79.323178,NA,304
"Chatham-4-13","Chatham-04","chatham",4,13,35.6174446,-79.3258163,NA,304
"Chatham-4-14","Chatham-04","chatham",4,14,35.6214633,-79.3309071,NA,304
"Chatham-4-15","Chatham-04","chatham",4,15,35.6220722,-79.3399475,NA,304
"Chatham-4-16","Chatham-04","chatham",4,16,35.6305218,-79.3382976,NA,304
"Chatham-4-17","Chatham-04","chatham",4,17,35.6369013,-79.3400344,NA,304
"Chatham-4-18","Chatham-04","chatham",4,18,35.6486759,-79.3349673,NA,304
"Chatham-4-19","Chatham-04","chatham",4,19,35.6510179,-79.3424229,NA,304
"Chatham-4-20","Chatham-04","chatham",4,20,35.6452243,-79.3589087,NA,304
"Chatham-5-1","Chatham-05","chatham",5,1,35.66617,-79.48569,NA,305
"Chatham-5-2","Chatham-05","chatham",5,2,35.661167,-79.490189,NA,305
"Chatham-5-3","Chatham-05","chatham",5,3,35.6549811,-79.4861775,NA,305
"Chatham-5-4","Chatham-05","chatham",5,4,35.6549225,-79.4783964,NA,305
"Chatham-5-5","Chatham-05","chatham",5,5,35.650359,-79.47403,NA,305
"Chatham-5-6","Chatham-05","chatham",5,6,35.641631,-79.475362,NA,305
"Chatham-5-7","Chatham-05","chatham",5,7,35.637177,-79.470007,NA,305
"Chatham-5-8","Chatham-05","chatham",5,8,35.640322,-79.461139,NA,305
"Chatham-5-9","Chatham-05","chatham",5,9,35.638346,-79.457952,NA,305
"Chatham-5-10","Chatham-05","chatham",5,10,35.631624,-79.457816,NA,305
"Chatham-5-11","Chatham-05","chatham",5,11,35.625694,-79.457334,NA,305
"Chatham-5-12","Chatham-05","chatham",5,12,35.617446,-79.455179,NA,305
"Chatham-5-13","Chatham-05","chatham",5,13,35.611642,-79.450102,NA,305
"Chatham-5-14","Chatham-05","chatham",5,14,35.6086766,-79.4421586,NA,305
"Chatham-5-15","Chatham-05","chatham",5,15,35.604648,-79.438066,NA,305
"Chatham-5-16","Chatham-05","chatham",5,16,35.596575,-79.435343,NA,305
"Chatham-5-17","Chatham-05","chatham",5,17,35.587973,-79.433613,NA,305
"Chatham-5-18","Chatham-05","chatham",5,18,35.580027,-79.430549,NA,305
"Chatham-5-19","Chatham-05","chatham",5,19,35.571881,-79.433184,NA,305
"Chatham-5-20","Chatham-05","chatham",5,20,35.566441,-79.430292,NA,305
"Chatham-6-1","Chatham-06","chatham",6,1,35.81981,-79.47866,NA,306
"Chatham-6-2","Chatham-06","chatham",6,2,35.821921,-79.480549,NA,306
"Chatham-6-3","Chatham-06","chatham",6,3,35.830756,-79.480129,NA,306
